stage,race,year,class,url,stat,value
1,albert achterhes profronde van drenthe,2023,1.1,race/ronde-van-drenthe/2023,perc_gain_end,0.09214602598405901
1,albert achterhes profronde van drenthe,2023,1.1,race/ronde-van-drenthe/2023,perc_gain_start,0.12719821439088
1,albert achterhes profronde van drenthe,2023,1.1,race/ronde-van-drenthe/2023,time_at_1500m,0
1,albert achterhes profronde van drenthe,2023,1.1,race/ronde-van-drenthe/2023,total_elev_change,582.6666666666666
1,albert achterhes profronde van drenthe,2023,1.1,race/ronde-van-drenthe/2023,total_vert_gain,287.1666666666667
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,avg_alt,243.17083016998635
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,final_1km_elev,202.63768115942034
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,final_1km_gradient,-3.864734299516582e-4
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,final_1km_vertgain,2.6666666666666665
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,final_20km_vert_gain,36.333333333333336
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,final_5km_elev,202.77346278317168
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,final_5km_gradient,-1.0787486515641235e-4
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,final_5km_vertgain,16.166666666666668
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,first_30km_vert_gain,230.5
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,highest_point,410.8333333333333
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,length,145.65
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,over_6_percent,6.25
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,perc_elev_change,0.014756377814738134
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,perc_gain_end,0.03340738733684197
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,perc_gain_start,0.21137418206603034
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,time_at_1500m,0
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,total_elev_change,2149.3333333333335
1,alpes isere tour,2023,2.2,race/rhone-alpes-isere-tour/2023,total_vert_gain,1089.6666666666667
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,avg_alt,144.72528749427534
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,final_1km_elev,155.210144927536
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,final_1km_gradient,-0.0022705314009664906
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,final_1km_vertgain,1.5
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,final_20km_vert_gain,80.16666666666667
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,final_5km_elev,151.126213592233
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,final_5km_gradient,0.0025242718446596385
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,final_5km_vertgain,24.166666666666668
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,first_30km_vert_gain,52.666666666666664
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,highest_point,269
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,length,253.46666666666667
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,over_6_percent,8.816666666666666
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,perc_elev_change,0.012905982905982896
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,perc_gain_end,0.032168027216376634
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,perc_gain_start,0.044538106365310866
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,time_at_1500m,0
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,total_elev_change,3271.1666666666665
1,amstel gold race,2023,1.UWT,race/amstel-gold-race/2023,total_vert_gain,1671.6666666666704
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,avg_alt,6.62516713007835
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,final_1km_elev,15.311594202898567
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,final_1km_gradient,-0.0026086956521738165
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,final_1km_vertgain,1.6666666666666667
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,final_20km_vert_gain,34.666666666666664
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,final_5km_elev,14.673139158576033
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,final_5km_gradient,-2.1574973031229805e-5
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,final_5km_vertgain,18
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,first_30km_vert_gain,39
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,highest_point,23.166666666666668
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,length,181.33333333333334
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,over_6_percent,0.1
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,perc_elev_change,0.0029516453054544965
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,perc_gain_end,0.130670208231228
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,perc_gain_start,0.15556502495681165
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,time_at_1500m,0
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,total_elev_change,535.6666666666666
1,antwerp port epic / sels trophy,2023,1.1,race/antwerp-port-epic/2023,total_vert_gain,269.1666666666667
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,avg_alt,213.81212341778868
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,final_1km_elev,44.144927536231904
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,final_1km_gradient,0.03799516908212724
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,final_1km_vertgain,36.166666666666664
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,final_20km_vert_gain,154
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,final_5km_elev,17.820388349514534
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,final_5km_gradient,0.009989212513482754
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,final_5km_vertgain,57
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,first_30km_vert_gain,164.66666666666666
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,highest_point,421.6666666666667
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,length,170.65
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,over_6_percent,3.0833333333333335
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,perc_elev_change,0.013799059740996267
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,perc_gain_end,0.14529656823044768
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,perc_gain_start,0.15488949106907468
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,time_at_1500m,0
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,total_elev_change,2354.8333333333335
1,arctic race of norway,2023,2.Pro,race/arctic-race-of-norway/2023,total_vert_gain,1061.8333333333333
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,avg_alt,-7.621296943718187
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,final_1km_elev,-20.8623188405797
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,final_1km_gradient,0.0018840579710144927
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,final_1km_vertgain,7.333333333333333
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,final_20km_vert_gain,40.333333333333336
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,final_5km_elev,-21.585760517799333
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,final_5km_gradient,-1.9417475728153986e-4
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,final_5km_vertgain,16.833333333333332
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,first_30km_vert_gain,46.5
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,highest_point,12.666666666666666
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,length,188.4
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,over_6_percent,0.08333333333333333
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,perc_elev_change,0.0032432096079561268
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,perc_gain_end,0.13141943956438168
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,perc_gain_start,0.15192294136826667
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,time_at_1500m,0
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,total_elev_change,611
1,arno wallaard memorial,2023,1.2,race/arno-wallaard-memorial/2023,total_vert_gain,307
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,avg_alt,48.89232465101073
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,final_1km_elev,42.010540184453234
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,final_1km_gradient,0.004822134387351048
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,final_1km_vertgain,5.833333333333333
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,final_20km_vert_gain,135
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,final_5km_elev,48.63425661526747
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,final_5km_gradient,-3.020496224380756e-4
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,final_5km_vertgain,22.333333333333332
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,first_30km_vert_gain,140.66666666666666
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,highest_point,87.66666666666667
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,length,164.2
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,over_6_percent,3.5166666666666666
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,perc_elev_change,0.010469837051137368
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,perc_gain_end,0.150293992006709
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,perc_gain_start,0.15676157998642035
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,time_at_1500m,0
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,total_elev_change,1719.1666666666667
1,baloise belgium tour,2023,2.Pro,race/tour-of-belgium/2023,total_vert_gain,897.8333333333334
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,avg_alt,81.90495484854067
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,final_1km_elev,56.17391304347823
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,final_1km_gradient,0.009347826086955212
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,final_1km_vertgain,15
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,final_20km_vert_gain,59.833333333333336
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,final_5km_elev,63.2135922330097
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,final_5km_gradient,-6.4724919093818e-5
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,final_5km_vertgain,30.666666666666668
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,first_30km_vert_gain,67.5
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,highest_point,147.66666666666666
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,length,198.56666666666666
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,over_6_percent,1.8666666666666667
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,perc_elev_change,0.008950031381921167
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,perc_gain_end,0.0649483205827317
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,perc_gain_start,0.07424706787474533
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,time_at_1500m,0
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,total_elev_change,1777.3333333333333
1,baltic chain tour,2023,2.2,race/baltic-chain-tour/2023,total_vert_gain,912.1666666666673
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,avg_alt,63.99397514268063
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,final_1km_elev,33.86739130434783
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,final_1km_gradient,-5.652173913042413e-4
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,final_1km_vertgain,1.6666666666666667
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,final_20km_vert_gain,19.5
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,final_5km_elev,30.901564805515267
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,final_5km_gradient,1.92192918283812e-4
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,final_5km_vertgain,11.666666666666666
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,first_30km_vert_gain,72.5
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,highest_point,166.33333333333334
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,length,138.88333333333333
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,over_6_percent,0.26666666666666666
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,perc_elev_change,0.004894837860375406
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,perc_gain_end,0.06282426670776194
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,perc_gain_start,0.23371121641752768
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,time_at_1500m,0
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,total_elev_change,679.8333333333334
1,belgrade banjaluka,2023,2.2,race/banja-luka-belgrade-i/2023,total_vert_gain,310.99999999999966
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,avg_alt,27.572635117640335
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,final_1km_elev,18.67852437417657
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,final_1km_gradient,0.0027975406236272504
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,final_1km_vertgain,5.666666666666667
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,final_20km_vert_gain,144.16666666666666
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,final_5km_elev,29.678199758867965
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,final_5km_gradient,-0.0012886815999321854
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,final_5km_vertgain,16.5
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,first_30km_vert_gain,49.666666666666664
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,highest_point,86.66666666666667
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,length,204.23333333333332
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,over_6_percent,2
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,perc_elev_change,0.006618868075867216
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,perc_gain_end,0.20908668052969198
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,perc_gain_start,0.07173961874311033
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,time_at_1500m,0
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,total_elev_change,1352.3333333333333
1,bemer cyclassics,2023,1.UWT,race/cyclassics-hamburg/2023,total_vert_gain,691.6666666666666
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,avg_alt,57.52281193304787
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,final_1km_elev,21.1086956521739
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,final_1km_gradient,0.028647342995169234
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,final_1km_vertgain,30.666666666666668
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,final_20km_vert_gain,245.33333333333334
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,final_5km_elev,30.961165048543702
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,final_5km_gradient,-0.0012189859762681465
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,final_5km_vertgain,42.333333333333336
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,first_30km_vert_gain,460
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,highest_point,217
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,length,180.53333333333333
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,over_6_percent,17.816666666666666
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,perc_elev_change,0.02933299345943637
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,perc_gain_end,0.0930303498306051
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,perc_gain_start,0.1750847668031847
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,time_at_1500m,0
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,total_elev_change,5296.833333333333
1,boucles de l'aulne - chateaulin,2023,1.1,race/boucles-de-l-aulne/2023,total_vert_gain,2629.8333333333335
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,avg_alt,27.105778213400466
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,final_1km_elev,19.9315619967794
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,final_1km_gradient,0.0019021739130431834
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,final_1km_vertgain,4.5
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,final_20km_vert_gain,24.833333333333332
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,final_5km_elev,16.61385188530142
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,final_5km_gradient,0.001323630867263606
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,final_5km_vertgain,18.166666666666668
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,first_30km_vert_gain,25
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,highest_point,163.83333333333334
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,length,190.61666666666667
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,over_6_percent,2.4
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,perc_elev_change,0.00721351257496279
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,perc_gain_end,0.0354388295106341
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,perc_gain_start,0.0362107516956076
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,time_at_1500m,0
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,total_elev_change,1375
1,bredene koksijde classic,2023,1.Pro,race/bredene-koksijde-classic/2023,total_vert_gain,695
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,avg_alt,155.79457709927632
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,final_1km_elev,91.30731225296434
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,final_1km_gradient,-0.019183135704876234
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,final_1km_vertgain,2
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,final_20km_vert_gain,267.5
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,final_5km_elev,112.311964591662
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,final_5km_gradient,-0.0025535672737269266
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,final_5km_vertgain,64.33333333333333
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,first_30km_vert_gain,312.3333333333333
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,highest_point,353.3333333333333
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,length,258.85
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,over_6_percent,17.983333333333334
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,perc_elev_change,0.027285468521755767
1,bretagne classic - ouest-france,2023,1.UWT,race/bretagne-classic/2023,perc_gain_end,0.07521660987558668
